_RAJ2000 _DEJ2000 PMF SDSS S_N umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag E_B-V_ pm GLON GLAT SpType Teff e_Teff logg e_logg Teff_3D_ e_Teff_3D_ logg_3D_ e_logg_3D_ Mass e_Mass Com Sp _RA.icrs _DE.icrs Plate MJD Fiber RAJ2000 DEJ2000 SNg f_umag f_gmag f_rmag f_imag f_zmag f_pm pmPA Ag GMT Atype log_g_ e_log_g_ chi2 m_Nsp Nsp q_Nsp Type WDcat DR7 Sloan Simbad PMJ _RA _DE file C0 C1 C2 C3 C4 C5 G0 G1 G2 G3 G4 G5 X0 X1 X2 X3 X4 X5 z
2.57090 16.95560 6111-56270-0380 001010.68+165748.77 14 20.35 0.06 19.75 0.02 19.80 0.02 19.89 0.03 19.80 0.08 0.049 6.00 109.0 -44.8 DA 10008 59 8.232 0.063 9959 59 7.960 0.060 0.579 0.0320 "" Sp 2.5709 16.9556 6111 56270 380 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00051.fits 42 61 105 166 216 140 8 8 8 12 17 18 6563 4860 4340 4102 3969 3888 0
2.27220 18.83970 6111-56270-0586 000908.05+185006.39 12 20.62 0.08 19.96 0.03 19.83 0.04 19.80 0.04 19.80 0.10 0.047 26.90 109.2 -42.9 DA 9153 57 8.018 0.083 9125 57 7.750 0.080 0.487 0.0340 "" Sp 2.2722 18.8397 6111 56270 586 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00052.fits 21 60 101 97 126 109 9 12 11 12 17 12 6563 4860 4340 4102 3969 3888 0
2.74800 13.81150 6112-56191-0351 001059.63+134809.13 24 19.03 0.03 18.78 0.01 18.99 0.02 19.24 0.02 19.44 0.06 0.063 23.40 108.2 -47.9 DA 16190 82 8.017 0.022 16190 82 8.020 0.020 0.625 0.0100 "" Sp 2.7480 13.8115 6112 56191 351 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00053.fits 28 135 212 233 270 291 6 10 11 11 11 18 6563 4860 4340 4102 3969 3888 0
2.23110 13.06880 6112-56191-0444 000849.25+130329.32 11 20.94 0.09 19.71 0.02 19.53 0.02 19.57 0.03 19.54 0.06 0.087 35.00 107.2 -48.5 DA 8085 54 6.599 0.151 8079 54 6.390 0.150 0.175 0.0020 "" Sp 2.2311 13.0688 6112 56191 444 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00054.fits 26 106 156 144 179 168 6 10 9 12 10 9 6563 4860 4340 4102 3969 3888 0
1.84730 14.52180 6112-56191-0532 000726.59+142903.04 41 17.74 0.02 17.45 0.02 17.72 0.01 17.99 0.02 18.24 0.04 0.094 84.10 107.2 -47.0 DA 14898 83 7.947 0.010 14898 83 7.950 0.010 0.585 0.0050 "" Sp 1.8473 14.5218 6112 56191 532 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00055.fits 81 362 738 1016 917 701 7 9 11 12 13 11 6563 4860 4340 4102 3969 3888 0
3.67930 15.04050 6112-56191-0870 001449.40+150340.35 11 20.20 0.04 19.66 0.02 19.46 0.02 19.39 0.03 19.36 0.06 0.046 77.70 109.9 -46.9 DA 6611 98 8.065 0.171 6638 98 8.030 0.170 0.609 0.0925 "" Sp 3.6793 15.0405 6112 56191 870 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00056.fits 24 57 82 103 134 136 10 7 10 17 13 14 6563 4860 4340 4102 3969 3888 0
353.32390 21.63660 6116-56245-0526 233316.38+213744.65 11 20.48 0.07 19.76 0.03 19.63 0.02 19.59 0.03 19.72 0.10 0.071 5.50 99.8 -37.7 DA 7941 59 6.707 0.154 7939 59 6.510 0.150 0.177 0.0084 "" Sp 353.3239 21.6366 6116 56245 526 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00057.fits 25 59 97 128 127 161 5 8 10 11 9 15 6563 4860 4340 4102 3969 3888 0
337.22880 22.36470 6118-56189-0754 222851.16+222148.63 19 18.87 0.02 18.99 0.01 19.38 0.02 19.71 0.03 20.14 0.10 0.038 20.40 84.6 -29.7 DA 23634 299 7.953 0.042 23634 299 7.950 0.040 0.605 0.0190 "" Sp 337.2288 22.3647 6118 56189 754 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00058.fits 26 99 199 263 194 222 8 8 16 16 12 13 6563 4860 4340 4102 3969 3888 0
338.11700 21.97680 6118-56189-0916 223216.92+215951.28 14 19.17 0.02 19.35 0.02 19.78 0.02 20.06 0.03 20.30 0.12 0.044 21.10 85.1 -30.5 DA 26144 412 7.821 0.058 26144 412 7.820 0.060 0.551 0.0250 "" Sp 338.1170 21.9768 6118 56189 916 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00059.fits 23 79 126 167 188 254 10 10 12 12 15 25 6563 4860 4340 4102 3969 3888 0
346.85920 21.89740 6122-56246-0666 230732.61+215302.68 11 20.99 0.09 20.18 0.02 19.85 0.02 19.69 0.03 19.57 0.08 0.196 4.30 93.2 -34.9 DA 6280 85 7.878 0.187 6303 85 7.870 0.190 0.524 0.0890 "" Sp 346.8592 21.8974 6122 56246 666 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00060.fits 25 34 72 63 75 88 7 8 30 14 17 17 6563 4860 4340 4102 3969 3888 0
348.05110 20.67610 6122-56246-0892 231207.75+203849.58 17 19.90 0.04 19.85 0.02 20.09 0.03 20.36 0.04 20.61 0.19 0.176 18.70 93.7 -36.5 DA 25626 246 8.206 0.038 25626 246 8.210 0.040 0.745 0.0280 "" Sp 348.0511 20.6761 6122 56246 892 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00061.fits 14 48 85 100 115 129 8 9 13 11 13 22 6563 4860 4340 4102 3969 3888 0
358.62500 18.63600 6127-56274-0298 235429.13+183924.53 12 20.54 0.07 20.02 0.02 19.85 0.03 19.86 0.03 20.05 0.12 0.048 32.00 104.6 -42.2 DA 7411 63 7.972 0.104 7430 63 7.850 0.100 0.523 0.0430 "" Sp 358.6250 18.6360 6127 56274 298 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00062.fits 13 43 80 81 96 116 3 5 9 8 9 16 6563 4860 4340 4102 3969 3888 0
350.33000 17.84460 6130-56214-0182 232127.95+174835.94 22 18.90 0.02 18.72 0.02 19.02 0.01 19.22 0.02 19.40 0.06 0.037 12.30 94.5 -40.0 DA 18470 166 7.936 0.030 18470 166 7.940 0.030 0.589 0.0140 "" Sp 350.3300 17.8446 6130 56214 182 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00063.fits 33 68 193 241 221 274 8 6 13 13 13 22 6563 4860 4340 4102 3969 3888 0
351.27890 15.83940 6136-56206-0198 232512.08+154751.27 32 17.95 0.02 17.98 0.01 18.37 0.01 18.65 0.02 18.98 0.05 0.032 5.60 94.4 -42.2 DA 10124 24 9.063 0.021 10083 24 8.780 0.020 1.057 0.0110 "" Sp 351.2789 15.8394 6136 56206 198 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00064.fits 46 179 351 411 423 332 7 8 11 13 14 15 6563 4860 4340 4102 3969 3888 0
351.30390 16.29670 6136-56206-0208 232512.37+161829.14 20 19.40 0.03 18.98 0.02 19.24 0.02 19.48 0.03 19.80 0.09 0.035 51.30 94.7 -41.8 DA 12337 97 7.860 0.036 12670 97 7.800 0.040 0.522 0.0100 "" Sp 351.3039 16.2967 6136 56206 208 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00065.fits 30 78 157 271 237 211 9 7 11 16 13 12 6563 4860 4340 4102 3969 3888 0
350.63850 15.41800 6136-56206-0345 232230.96+152258.95 25 18.74 0.02 18.60 0.01 18.91 0.01 19.16 0.02 19.50 0.06 0.050 23.50 93.4 -42.3 DA 19797 163 8.049 0.026 19797 163 8.050 0.030 0.648 0.0160 "" Sp 350.6385 15.4180 6136 56206 345 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00066.fits 28 118 224 236 375 303 5 8 12 10 19 14 6563 4860 4340 4102 3969 3888 0
349.66690 16.73670 6136-56206-0504 231845.88+164612.76 13 19.30 0.03 19.23 0.02 19.51 0.02 19.77 0.03 20.08 0.12 0.040 4.70 93.1 -40.7 DA 18798 288 8.004 0.049 18798 288 8.000 0.050 0.620 0.0250 "" Sp 349.6669 16.7367 6136 56206 504 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00067.fits 27 80 129 209 225 199 9 12 11 16 16 15 6563 4860 4340 4102 3969 3888 0
353.80030 14.76920 6137-56270-0163 233507.15+144347.00 14 19.51 0.03 19.50 0.02 19.92 0.02 20.15 0.03 20.74 0.22 0.089 27.20 96.8 -44.2 DA 26559 300 8.047 0.058 26559 300 8.050 0.060 0.661 0.0300 "" Sp 353.8003 14.7692 6137 56270 163 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00068.fits 22 70 101 114 133 118 8 10 13 10 15 10 6563 4860 4340 4102 3969 3888 0
352.82620 16.86970 6137-56270-0599 233109.19+165251.98 12 20.74 0.07 20.20 0.03 20.13 0.03 20.34 0.08 20.27 0.12 0.043 16.80 96.8 -41.9 DA 9873 63 7.906 0.085 9829 63 7.640 0.090 0.444 0.0370 "" Sp 352.8262 16.8697 6137 56270 599 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00069.fits 25 55 76 97 117 123 9 12 10 11 13 13 6563 4860 4340 4102 3969 3888 0
355.74440 15.87530 6138-56236-0212 234454.63+144257.39 14 19.03 0.02 19.19 0.02 19.55 0.02 19.89 0.03 20.20 0.12 0.040 23.48 99.8 -43.9 DA 27040 297 7.657 0.059 27040 297 7.660 0.060 0.519 0.0130 "" Sp 355.7444 15.8753 6138 56236 212 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00070.fits 22 77 162 184 186 258 6 9 12 13 13 27 6563 4860 4340 4102 3969 3888 0
354.83150 15.73850 6138-56598-0496 233917.48+154311.72 12 21.73 0.14 21.04 0.04 21.24 0.05 21.45 0.08 21.32 0.24 0.038 0.00 98.6 -43.7 DA 12267 193 8.088 0.064 12544 193 7.980 0.060 0.596 0.0310 "" Sp 354.8315 15.7385 6138 56598 496 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00071.fits 9 15 44 51 57 50 12 8 14 17 16 14 6563 4860 4340 4102 3969 3888 0
355.37580 16.38090 6138-56598-0608 234126.45+162335.70 14 21.60 0.15 21.09 0.04 21.10 0.05 21.27 0.09 21.23 0.33 0.036 0.00 99.6 -43.3 DA 10845 48 8.465 0.070 10846 48 8.210 0.070 0.719 0.0450 "" Sp 355.3758 16.3809 6138 56598 608 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00072.fits 7 19 40 47 49 47 9 8 14 11 13 18 6563 4860 4340 4102 3969 3888 0
355.98670 16.07260 6138-56598-0734 234355.38+160534.93 11 22.07 0.19 21.30 0.05 21.44 0.07 21.38 0.09 21.36 0.27 0.048 0.00 100.2 -43.8 DA 9321 68 8.414 0.093 9287 68 8.150 0.090 0.684 0.0520 "" Sp 355.9867 16.0726 6138 56598 734 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00073.fits 9 17 25 42 29 33 10 9 10 15 13 12 6563 4860 4340 4102 3969 3888 0
359.67560 15.59670 6139-56192-0066 235851.32+153540.08 38 17.34 0.01 17.07 0.01 17.35 0.01 17.58 0.02 17.82 0.03 0.049 77.10 104.7 -45.4 DA 15379 65 7.889 0.013 15379 65 7.890 0.010 0.556 0.0050 "" Sp 359.6756 15.5967 6139 56192 66 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00074.fits 110 375 790 1016 1070 824 6 8 12 13 12 12 6563 4860 4340 4102 3969 3888 0
358.29490 15.59380 6139-56192-0352 235315.25+153640.40 24 18.51 0.02 18.20 0.01 18.45 0.02 18.69 0.02 18.85 0.05 0.035 52.40 102.9 -45.0 DA 15130 141 7.928 0.026 15130 141 7.930 0.030 0.576 0.0150 "" Sp 358.2949 15.5938 6139 56192 352 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00075.fits 41 167 268 295 325 278 5 10 12 10 12 11 6563 4860 4340 4102 3969 3888 0
345.46850 14.62730 6140-56189-0288 230155.17+143601.31 63 16.28 0.02 15.91 0.01 16.12 0.01 16.33 0.02 16.57 0.02 0.103 41.90 87.1 -40.5 DA 13113 38 7.932 0.008 13635 38 7.880 0.010 0.547 0.0050 "" Sp 345.4685 14.6273 6140 56189 288 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00076.fits 335 1294 2158 2689 2893 1944 5 8 9 11 12 10 6563 4860 4340 4102 3969 3888 0
345.70210 15.12550 6141-56210-0519 230243.23+150822.24 12 20.56 0.06 19.95 0.02 19.96 0.03 19.91 0.04 19.69 0.09 0.084 36.60 87.7 -40.2 DA 11011 94 7.851 0.062 11089 94 7.670 0.060 0.461 0.0240 "" Sp 345.7021 15.1255 6141 56210 519 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00077.fits 26 72 77 168 210 177 10 14 8 18 17 14 6563 4860 4340 4102 3969 3888 0
348.17690 14.81200 6142-56219-0534 231246.90+145105.31 18 19.40 0.03 19.09 0.01 19.27 0.02 19.36 0.02 19.51 0.06 0.069 39.60 90.2 -41.7 DA 11138 48 8.708 0.047 11172 48 8.480 0.050 0.893 0.0310 "" Sp 348.1769 14.8120 6142 56219 534 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00078.fits 32 100 205 230 264 244 9 8 13 10 11 19 6563 4860 4340 4102 3969 3888 0
352.74590 14.41270 6143-56267-0160 233050.01+142652.95 34 17.43 0.02 17.67 0.02 18.07 0.03 18.40 0.08 18.66 0.07 0.048 34.10 95.3 -44.1 DA 32132 136 7.212 0.026 32132 136 7.210 0.030 0.395 0.0109 "" Sp 352.7459 14.4127 6143 56267 160 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00079.fits 53 264 470 581 597 647 5 8 9 9 13 13 6563 4860 4340 4102 3969 3888 0
351.31240 13.50520 6143-56267-0412 232520.14+132823.31 18 19.40 0.03 19.15 0.02 19.41 0.03 19.62 0.03 19.90 0.07 0.055 6.30 93.0 -44.3 DA 16058 97 8.087 0.029 16058 97 8.090 0.030 0.662 0.0160 "" Sp 351.3124 13.5052 6143 56267 412 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00080.fits 31 81 165 162 281 228 11 8 12 10 15 14 6563 4860 4340 4102 3969 3888 0
351.66760 15.24340 6143-56267-0678 232642.11+151249.66 21 19.17 0.03 18.83 0.02 19.09 0.02 19.35 0.03 19.56 0.05 0.054 33.70 94.5 -42.9 DA 15790 127 8.117 0.025 15790 127 8.120 0.030 0.678 0.0170 "" Sp 351.6676 15.2434 6143 56267 678 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00081.fits 32 118 227 264 290 222 5 10 12 11 14 10 6563 4860 4340 4102 3969 3888 0
352.16500 14.58750 6143-56267-0772 232833.29+143423.22 17 19.58 0.03 19.27 0.02 19.46 0.02 19.73 0.03 20.05 0.11 0.065 42.70 94.7 -43.7 DA 15919 172 8.058 0.033 15919 172 8.060 0.030 0.645 0.0160 "" Sp 352.1650 14.5875 6143 56267 772 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00082.fits 30 97 149 149 217 195 9 11 12 13 16 15 6563 4860 4340 4102 3969 3888 0
352.99530 14.74600 6143-56267-0932 233157.66+144345.75 22 18.42 0.02 18.24 0.01 18.54 0.01 18.76 0.02 19.00 0.05 0.054 31.40 95.8 -43.9 DA 16109 75 8.080 0.023 16109 75 8.080 0.020 0.657 0.0110 "" Sp 352.9953 14.7460 6143 56267 932 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00083.fits 35 110 265 281 330 322 11 8 15 13 11 12 6563 4860 4340 4102 3969 3888 0
353.81620 13.35100 6144-56237-0340 233751.36+133547.81 47 15.93 0.01 16.30 0.02 16.71 0.02 17.03 0.02 17.30 0.02 0.083 39.51 96.0 -45.5 DA 61494 847 7.770 0.042 61494 847 7.770 0.040 0.611 0.0120 "" Sp 353.8162 13.3510 6144 56237 340 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00084.fits 114 413 647 901 904 502 6 7 8 14 12 10 6563 4860 4340 4102 3969 3888 0
357.41400 13.59970 6145-56266-0262 234943.43+133813.71 40 17.33 0.02 17.06 0.02 17.31 0.02 17.50 0.02 17.75 0.02 0.040 26.70 100.8 -46.6 DA 15986 64 8.087 0.012 15986 64 8.090 0.010 0.662 0.0050 "" Sp 357.4140 13.5997 6145 56266 262 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00085.fits 115 576 989 1195 1212 918 5 9 11 11 12 11 6563 4860 4340 4102 3969 3888 0
351.99630 12.04910 6148-56209-0095 232758.96+120544.36 19 19.15 0.03 19.08 0.03 19.34 0.02 19.62 0.03 19.81 0.09 0.063 5.80 92.9 -45.9 DA 20629 242 7.745 0.039 20629 242 7.750 0.040 0.522 0.0050 "" Sp 351.9963 12.0491 6148 56209 95 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00086.fits 32 109 248 279 315 281 8 12 15 11 16 13 6563 4860 4340 4102 3969 3888 0
353.78390 14.10510 6149-56194-0782 233501.22+140705.61 30 17.99 0.02 18.03 0.02 18.32 0.01 18.61 0.02 18.83 0.04 0.086 30.20 96.4 -44.8 DA 26929 179 7.783 0.022 26929 179 7.780 0.020 0.536 0.0080 "" Sp 353.7839 14.1051 6149 56194 782 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00087.fits 32 163 264 342 338 389 6 8 11 12 12 16 6563 4860 4340 4102 3969 3888 0
355.54860 12.77880 6150-56187-0613 234208.24+124816.49 33 18.51 0.02 18.19 0.03 18.40 0.02 18.62 0.02 18.90 0.05 0.052 22.60 97.9 -46.7 DA 12363 70 8.078 0.021 12670 70 7.970 0.020 0.591 0.0100 "" Sp 355.5486 12.7788 6150 56187 613 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00088.fits 39 184 339 479 510 447 6 8 10 14 14 13 6563 4860 4340 4102 3969 3888 0
358.75990 6.50840 6153-56164-0054 235452.51+063204.90 44 17.56 0.02 17.24 0.02 17.43 0.01 17.65 0.02 17.88 0.02 0.067 25.30 98.8 -53.7 DA 13359 100 7.936 0.050 13937 100 7.900 0.050 0.558 0.0250 "" Sp 358.7599 6.5084 6153 56164 54 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00089.fits 105 458 980 1115 1171 969 5 7 12 12 12 12 6563 4860 4340 4102 3969 3888 0
357.91870 7.14260 6153-56164-0192 235137.53+070810.11 18 19.59 0.03 19.40 0.02 19.57 0.02 19.80 0.03 20.01 0.07 0.099 34.30 97.9 -52.8 DA 19088 214 7.843 0.037 19088 214 7.840 0.040 0.542 0.0170 "" Sp 357.9187 7.1426 6153 56164 192 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00090.fits 24 76 137 176 225 164 8 10 10 13 16 13 6563 4860 4340 4102 3969 3888 0
357.36800 7.34840 6153-56164-0693 234919.73+072310.62 14 20.22 0.05 19.80 0.02 19.92 0.03 20.05 0.03 20.29 0.14 0.153 44.50 97.2 -52.4 DA 13270 273 8.080 0.051 13874 273 8.020 0.050 0.620 0.0260 "" Sp 357.3680 7.3484 6153 56164 693 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00091.fits 18 57 98 131 146 137 5 11 12 12 13 15 6563 4860 4340 4102 3969 3888 0
358.32050 7.94870 6153-56164-0884 235319.28+075526.47 17 19.60 0.03 19.40 0.03 19.66 0.02 19.88 0.02 20.12 0.07 0.063 20.40 99.0 -52.2 DA 16082 109 8.110 0.032 16082 109 8.110 0.030 0.673 0.0170 "" Sp 358.3205 7.9487 6153 56164 884 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00092.fits 20 57 163 193 277 192 8 8 14 13 17 12 6563 4860 4340 4102 3969 3888 0
345.96580 10.27560 6154-56237-0244 230347.66+101749.97 16 19.93 0.04 19.39 0.02 19.33 0.02 19.32 0.03 19.41 0.05 0.056 23.10 84.4 -44.4 DA 9415 43 8.047 0.055 9370 43 7.780 0.060 0.502 0.0240 "" Sp 345.9658 10.2756 6154 56237 244 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00093.fits 36 81 120 129 201 162 12 8 8 8 15 9 6563 4860 4340 4102 3969 3888 0
349.43470 11.24640 6155-56245-0980 231741.59+111421.43 13 19.73 0.06 19.19 0.03 19.08 0.02 19.05 0.02 19.08 0.07 0.044 71.44 89.2 -45.4 DA 7740 59 7.983 0.090 7760 59 7.840 0.090 0.522 0.0370 "" Sp 349.4347 11.2464 6155 56245 980 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00094.fits 41 72 100 133 165 180 6 5 8 11 16 18 6563 4860 4340 4102 3969 3888 0
351.83850 11.29360 6157-56238-0540 232723.11+111704.33 22 19.09 0.02 18.94 0.02 19.19 0.03 19.48 0.03 19.72 0.09 0.059 13.80 92.2 -46.5 DA 19476 165 8.003 0.029 19476 165 8.000 0.030 0.621 0.0150 "" Sp 351.8385 11.2935 6157 56238 540 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00095.fits 38 95 227 241 271 212 9 7 13 11 16 14 6563 4860 4340 4102 3969 3888 0
353.74290 11.22150 6157-56238-0930 233450.40+111445.34 14 19.82 0.04 19.52 0.02 19.72 0.02 19.97 0.03 20.07 0.10 0.092 11.60 94.6 -47.4 DA 16074 127 8.029 0.038 16074 127 8.030 0.040 0.630 0.0210 "" Sp 353.7429 11.2215 6157 56238 930 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00096.fits 20 75 124 148 159 165 9 10 14 14 14 16 6563 4860 4340 4102 3969 3888 0
356.93780 8.03640 6160-56190-0082 234746.26+080003.91 31 18.55 0.02 18.46 0.02 18.75 0.02 18.96 0.02 19.21 0.04 0.118 2.80 97.0 -51.6 DA 21854 154 7.999 0.023 21854 154 8.000 0.020 0.626 0.0100 "" Sp 356.9378 8.0364 6160 56190 82 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00097.fits 37 147 279 376 342 321 5 8 10 13 11 12 6563 4860 4340 4102 3969 3888 0
356.62240 8.44650 6160-56190-0182 234635.06+082756.75 33 18.50 0.02 18.06 0.02 18.18 0.01 18.39 0.01 18.57 0.03 0.137 66.20 96.8 -51.1 DA 12636 70 8.063 0.020 13039 70 7.970 0.020 0.591 0.0100 "" Sp 356.6224 8.4465 6160 56190 182 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00098.fits 47 211 457 582 626 539 5 7 12 11 12 13 6563 4860 4340 4102 3969 3888 0
356.52260 6.98230 6161-56238-0006 234611.52+065910.65 27 18.84 0.03 18.55 0.02 18.71 0.01 18.93 0.02 19.19 0.05 0.168 15.20 95.7 -52.4 DA 11001 49 8.221 0.026 11057 49 8.000 0.030 0.603 0.0160 "" Sp 356.5226 6.9823 6161 56238 6 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00099.fits 38 156 321 381 390 312 5 9 14 14 13 13 6563 4860 4340 4102 3969 3888 0
354.91450 6.22150 6161-56238-0316 233933.43+061245.58 22 18.61 0.02 18.90 0.02 19.42 0.02 19.76 0.03 19.88 0.07 0.109 5.75 92.8 -52.4 DA 62669 2045 7.251 0.112 62669 2045 7.250 0.110 0.522 0.0050 "" Sp 354.9145 6.2215 6161 56238 316 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00100.fits 21 71 77 134 158 156 9 10 9 17 15 26 6563 4860 4340 4102 3969 3888 0
355.69300 7.59550 6161-56238-0892 234246.09+073243.25 21 19.16 0.03 19.24 0.02 19.48 0.02 19.74 0.03 19.91 0.07 0.163 19.20 94.9 -51.5 DA 28559 223 7.861 0.043 28559 223 7.860 0.040 0.575 0.0170 "" Sp 355.6930 7.5955 6161 56238 892 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00101.fits 20 76 142 193 170 128 7 9 13 15 12 12 6563 4860 4340 4102 3969 3888 0
349.59440 8.19130 6163-56219-0214 231827.19+081155.36 16 19.49 0.03 19.26 0.02 19.49 0.02 19.72 0.03 19.84 0.08 0.074 44.40 87.1 -48.1 DA 16246 91 7.984 0.024 16246 91 7.980 0.020 0.604 0.0100 "" Sp 349.5944 8.1913 6163 56219 214 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- -- -- -- DA_high_SN_00102.fits 23 83 171 157 184 214 6 10 14 12 14 20 6563 4860 4340 4102 3969 3888 0
